word,value,hand
jumelle,16,eejllmu
jumpers,18,ejmprsu
jumpier,18,eijmpru
jumpily,21,ijlmpuy
jumping,19,gijmnpu
juncoes,16,cejnosu
jungles,15,egjlnsu
juniors,14,ijnorsu
juniper,16,eijnpru
junkers,18,ejknrsu
junkets,18,ejknstu
junkies,18,eijknsu
junking,19,gijknnu
junkman,20,ajkmnnu
junkmen,20,ejkmnnu
jupatis,16,aijpstu
jurally,17,ajllruy
jurants,14,ajnrstu
juridic,17,cdiijru
jurists,14,ijrsstu
juryman,19,ajmnruy
jurymen,19,ejmnruy
jussive,17,eijssuv
justice,16,ceijstu
justify,20,fijstuy
justing,15,gijnstu
justled,15,dejlstu
justles,14,ejlsstu
juttied,15,deijttu
jutties,14,eijsttu
jutting,15,gijnttu
juvenal,17,aejlnuv
kabaddi,15,aabddik
kabayas,16,aaabksy
kacchas,18,aacchks
kachina,16,aachikn
kafilas,14,aafikls
kaftans,14,aafknst
kagoule,12,aegklou
kagouls,12,agklosu
kahawai,17,aaahikw
kainite,11,aeiiknt
kaisers,11,aeikrss
kajawah,24,aaahjkw
kakapos,17,aakkops
kalends,12,adeklns
kalians,11,aaiklns
kalmias,13,aaiklms
kalongs,12,agklnos
kalpaks,17,aakklps
kamalas,13,aaaklms
kamerad,14,aadekmr
kamichi,18,achiikm
kampong,16,agkmnop
kamseen,13,aeekmns
kamsins,13,aikmnss
kanakas,15,aaakkns
kandies,12,adeikns
kanghas,15,aaghkns
kantars,11,aaknrst
kantele,11,aeeklnt
kantens,11,aeknnst
kanting,12,agiknnt
kaoline,11,aeiklno
karaism,13,aaikmrs
karaits,11,aaikrst
karakas,15,aaakkrs
karakul,15,aakklru
karaoke,15,aaekkor
karites,11,aeikrst
karstic,13,acikrst
karting,12,agiknrt
kasbahs,16,aabhkss
kashrus,14,ahkrssu
kashrut,14,ahkrstu
kathaks,18,aahkkst
kathode,15,adehkot
kations,11,aiknost
katipos,13,aikopst
katydid,16,addikty
kayoing,15,agiknoy
keasars,11,aaekrss
kebbies,15,bbeeiks
kebbock,21,bbcekko
kebbuck,21,bbcekku
kecking,18,cegikkn
keckled,18,cdeekkl
keckles,17,ceekkls
keckses,17,ceekkss
keddahs,16,addehks
kedgers,13,deegkrs
kedging,14,deggikn
keeches,16,ceeehks
keekers,15,eeekkrs
keeking,16,eegikkn
keelage,12,aeeegkl
keelers,11,eeeklrs
keelies,11,eeeikls
keeling,12,eegikln
keelman,13,aeeklmn
keelmen,13,eeeklmn
keelson,11,eeklnos
keeners,11,eeeknrs
keenest,11,eeeknst
keening,12,eegiknn
keepers,13,eeekprs
keeping,14,eegiknp
keepnet,13,eeeknpt
keffels,17,eeffkls
keister,11,eeikrst
keitloa,11,aeiklot
keloids,12,deiklos
kelpies,13,eeiklps
kelsons,11,eklnoss
kelters,11,eeklrst
kelties,11,eeiklst
kelvins,14,eiklnsv
kempers,15,eekmprs
kemping,16,egikmnp
kemples,15,eeklmps
kennels,11,eeklnns
kenners,11,eeknnrs
kenning,12,egiknnn
kenosis,11,eiknoss
kenotic,13,ceiknot
kenting,12,egiknnt
keramic,15,aceikmr
keratin,11,aeiknrt
kerbing,14,begiknr
kernels,11,eeklnrs
kerning,12,egiknnr
kernish,14,ehiknrs
kernite,11,eeiknrt
kerogen,12,eegknor
kerrias,11,aeikrrs
kerving,15,egiknrv
kerygma,17,aegkmry
kestrel,11,eeklrst
ketches,16,ceehkst
ketchup,18,cehkptu
ketenes,11,eeeknst
ketones,11,eeknost
ketosis,11,eikosst
kettles,11,eeklstt
keyhole,17,eehkloy
keyless,14,eeklssy
keyline,14,eeiklny
keynote,14,eeknoty
keypads,17,adekpsy
keyword,18,dekorwy
khaddar,16,aaddhkr
khalifa,17,aafhikl
khalifs,17,afhikls
khamsin,16,ahikmns
khanate,14,aaehknt
khangas,15,aaghkns
khanjar,21,aahjknr
khanums,16,ahkmnsu
kharifs,17,afhikrs
khediva,18,adehikv
khedive,18,deehikv
khilats,14,ahiklst
khurtas,14,ahkrstu
khutbah,19,abhhktu
kiaughs,15,aghiksu
kibbled,16,bbdeikl
kibbles,15,bbeikls
kibbutz,24,bbiktuz
kibitka,17,abiikkt
kickers,17,ceikkrs
kicking,18,cgiikkn
kidders,13,ddeikrs
kiddied,14,dddeiik
kiddier,13,ddeiikr
kiddies,13,ddeiiks
kidding,14,ddgiikn
kiddles,13,ddeikls
kiddush,16,ddhiksu
kidling,13,dgiikln
kidnaps,14,adiknps
kidneys,15,deiknsy
kidults,12,diklstu
kikumon,17,ikkmnou
kilergs,12,egiklrs
killcow,16,cikllow
killdee,12,deeikll
killers,11,eikllrs
killick,17,ciikkll
killing,12,giiklln
killjoy,21,ijklloy
killock,17,cikkllo
kilning,12,giiklnn
kilobar,13,abiklor
kilobit,13,biiklot
kiloton,11,iklnoot
kilties,11,eiiklst
kilting,12,giiklnt
kimboed,16,bdeikmo
kimonos,13,ikmnoos
kinases,11,aeiknss
kinchin,16,chiiknn
kindest,12,deiknst
kindies,12,deiikns
kindled,13,ddeikln
kindler,12,deiklnr
kindles,12,deiklns
kindred,13,ddeiknr
kinemas,13,aeikmns
kineses,11,eeiknss
kinesis,11,eiiknss
kinetic,13,ceiiknt
kinfolk,18,fikklno
kingcup,16,cgiknpu
kingdom,15,dgikmno
kinging,13,ggiiknn
kinglet,12,egiklnt
kingpin,14,giiknnp
kinkier,15,eiikknr
kinking,16,giikknn
kinkles,15,eikklns
kinless,11,eiklnss
kinship,16,hiiknps
kinsman,13,aikmnns
kinsmen,13,eikmnns
kippage,16,aegikpp
kippers,15,eikpprs
kipping,16,giiknpp
kirbehs,16,behikrs
kirghiz,24,ghiikrz
kirimon,13,iikmnor
kirking,16,giikknr
kirkman,17,aikkmnr
kirkmen,17,eikkmnr
kirmess,13,eikmrss
kirning,12,giiknnr
kirpans,13,aiknprs
kirtled,12,deiklrt
kirtles,11,eiklrst
kishkes,18,ehikkss
kismets,13,eikmsst
kissers,11,eikrsss
kissing,12,giiknss
kisting,12,giiknst
kitchen,16,cehiknt
kitenge,12,eegiknt
kithara,14,aahikrt
kithing,15,ghiiknt
kitling,12,giiklnt
kitschy,19,chiksty
kittens,11,eiknstt
kitteny,14,eikntty
kitties,11,eiikstt
kitting,12,giikntt
kittled,12,deikltt
kittles,11,eiklstt
kittuls,11,iklsttu
klaxons,18,aklnosx
klephts,16,ehklpst
klezmer,22,eeklmrz
klinker,15,eikklnr
klipdas,14,adiklps
klootch,16,chkloot
kludges,13,degklsu
klutzes,20,eklstuz
knacker,17,acekknr
knapped,16,adeknpp
knapper,15,aeknppr
knapple,15,aeklnpp
knarred,12,adeknrr
knavery,17,aeknrvy
knavish,17,ahiknsv
knawels,14,aeklnsw
kneaded,13,addeekn
kneader,12,adeeknr
kneecap,15,aceeknp
kneeing,12,eegiknn
kneeled,12,deeekln
kneeler,11,eeeklnr
kneepad,14,adeeknp
knelled,12,deeklln
knicker,17,ceikknr
knifing,15,fgiiknn
knights,15,ghiknst
knishes,14,ehiknss
knitted,12,deikntt
knitter,11,eiknrtt
knittle,11,eiklntt
kniving,15,giiknnv
knobbed,16,bbdekno
knobber,15,bbeknor
knobble,15,bbeklno
knobbly,18,bbklnoy
knocked,18,cdekkno
knocker,17,cekknor
knolled,12,dekllno
knotted,12,deknott
knotter,11,eknortt
knouted,12,deknotu
knowers,14,eknorsw
knowing,15,giknnow
knubbly,18,bbklnuy
knuckle,17,cekklnu
knuckly,20,ckklnuy
knurled,12,deklnru
kobolds,14,bdkloos
koftgar,15,afgkort
kokanee,15,aeekkno
kolkhoz,27,hkklooz
komatik,17,aikkmot
konking,16,gikknno
koodoos,12,dkoooos
kookier,15,eikkoor
kooking,16,gikknoo
koolahs,14,ahkloos
koories,11,eikoors
kopecks,19,cekkops
koppies,15,eikopps
koreros,11,ekoorrs
korunas,11,aknorsu
kotowed,15,dekootw
kotwals,14,aklostw
koulans,11,aklnosu
koumiss,13,ikmossu
kouprey,16,ekopruy
kowhais,17,ahikosw
kowtows,17,koostww
kraaled,12,aadeklr
krakens,15,aekknrs
kranses,11,aeknrss
kranzes,20,aeknrsz
kraters,11,aekrrst
kreesed,12,deeekrs
kreeses,11,eeekrss
kremlin,13,eiklmnr
kreuzer,20,eekrruz
krimmer,15,eikmmrr
krising,12,giiknrs
krissed,12,deikrss
krisses,11,eikrsss
kruller,11,ekllrru
krypsis,16,ikprssy
krypton,16,knoprty
krytron,14,knorrty
kufiyah,20,afhikuy
kumaras,13,aakmrsu
kumquat,22,akmqtuu
kunkurs,15,kknrsuu
kunzite,20,eikntuz
kurbash,16,abhkrsu
kurgans,12,agknrsu
kursaal,11,aaklrsu
kutches,16,cehkstu
kvasses,14,aeksssv
kwachas,19,aachksw
kyanise,14,aeiknsy
kyanite,14,aeiknty
kyanize,23,aeiknyz
kylices,16,ceiklsy
kything,18,ghiknty
laagers,8,aaeglrs
labarum,11,aablmru
labella,9,aabelll
labials,9,aabills
labiate,9,aabeilt
labises,9,abeilss
lablabs,11,aabblls
labored,10,abdelor
laborer,9,abelorr
labours,9,ablorsu
labrets,9,abelrst
labroid,10,abdilor
labrose,9,abelors
laciest,9,aceilst
lacings,10,acgilns
lacinia,9,aaciiln
lackers,13,aceklrs
lackeys,16,aceklsy
lacking,14,acgikln
laconic,11,accilno
lacquer,18,acelqru
lacquey,21,acelquy
lactase,9,aacelst
lactate,9,aaceltt
lacteal,9,aacellt
lactone,9,acelnot
lactose,9,acelost
lacunae,9,aacelnu
lacunal,9,aacllnu
lacunar,9,aaclnru
lacunas,9,aaclnsu
ladanum,10,aadlmnu
ladders,9,addelrs
laddery,12,addelry
laddies,9,addeils
laddish,12,addhils
ladings,9,adgilns
ladling,9,adgilln
ladrone,8,adelnor
ladybug,14,abdgluy
ladycow,16,acdlowy
ladyfly,17,adfllyy
ladyish,14,adhilsy
ladyism,13,adilmsy
ladykin,15,adiklny
laggard,10,aadgglr
laggens,9,aegglns
laggers,9,aegglrs
lagging,10,agggiln
laggins,9,aggilns
lagoons,8,aglnoos
lagunes,8,aeglnsu
laicise,9,aceiils
laicity,12,aciilty
laicize,18,aceiilz
laiking,12,agiikln
lairage,8,aaegilr
lairier,7,aeiilrr
lairing,8,agiilnr
laities,7,aeiilst
lakelet,11,aeekllt
lakiest,11,aeiklst
lalangs,8,aagllns
lallans,7,aalllns
lalling,8,agillln
lambada,12,aaabdlm
lambast,11,aablmst
lambdas,12,aabdlms
lambent,11,abelmnt
lambers,11,abelmrs
lambert,11,abelmrt
lambies,11,abeilms
lambing,12,abgilmn
lambkin,15,abiklmn
lamboys,14,ablmosy
lamella,9,aaelllm
laments,9,aelmnst
lameter,9,aeelmrt
lamiger,10,aegilmr
laminae,9,aaeilmn
laminar,9,aailmnr
lamiter,9,aeilmrt
lammers,11,aelmmrs
lamming,12,agilmmn
lampads,12,aadlmps
lampern,11,aelmnpr
lampers,11,aelmprs
lamping,12,agilmnp
lampion,11,ailmnop
lamplit,11,aillmpt
lampoon,11,almnoop
lamprey,14,aelmpry
lancers,9,acelnrs
lancets,9,acelnst
lanched,13,acdehln
lanches,12,acehlns
lancing,10,acgilnn
landaus,8,aadlnsu
landers,8,adelnrs
landing,9,adgilnn
landman,10,aadlmnn
landmen,10,adelmnn
laneway,13,aaelnwy
langaha,11,aaaghln
langrel,8,aegllnr
langued,9,adeglnu
langues,8,aeglnsu
languet,8,aeglntu
languid,9,adgilnu
languor,8,aglnoru
langurs,8,aglnrsu
laniard,8,aadilnr
laniary,10,aailnry
lankest,11,aeklnst
lankier,11,aeiklnr
lankily,14,aikllny
lanners,7,aelnnrs
lanolin,7,aillnno
lantana,7,aaalnnt
lantern,7,aelnnrt
lanugos,8,aglnosu
lanyard,11,aadlnry
lapdogs,11,adglops
lapfuls,12,afllpsu
lapheld,13,adehllp
lapilli,9,aiilllp
lapiths,12,ahilpst
lappers,11,aelpprs
lappets,11,aelppst
lapping,12,agilnpp
lapsang,10,aaglnps
lapsing,10,agilnps
laptops,11,aloppst
lapwing,13,agilnpw
lapwork,16,akloprw
larceny,12,acelnry
larchen,12,acehlnr
larches,12,acehlrs
larders,8,adelrrs
lardier,8,adeilrr
larding,9,adgilnr
lardons,8,adlnors
lardoon,8,adlnoor
largely,11,aegllry
largens,8,aeglnrs
largess,8,aeglrss
largest,8,aeglrst
largish,11,aghilrs
lariats,7,aailrst
larkers,11,aeklrrs
larkier,11,aeiklrr
larking,12,agiklnr
larkish,14,ahiklrs
larmier,9,aeilmrr
larning,8,agilnnr
larrups,9,alprrsu
larvate,10,aaelrtv
lasagna,8,aaaglns
lasagne,8,aaeglns
lascars,9,aaclrss
lashers,10,aehlrss
lashing,11,aghilns
lashkar,14,aahklrs
laskets,11,aeklsst
lasques,16,aelqssu
lassies,7,aeilsss
lassock,13,ackloss
lassoed,8,adeloss
lassoes,7,aelosss
lastage,8,aaeglst
lasters,7,aelrsst
lasting,8,agilnst
latched,13,acdehlt
latches,12,acehlst
latchet,12,acehltt
latence,9,aceelnt
latency,12,acelnty
latened,8,adeelnt
lateral,7,aaellrt
latexes,14,aeelstx
lathees,10,aeehlst
lathers,10,aehlrst
lathery,13,aehlrty
lathier,10,aehilrt
lathing,11,aghilnt
latices,9,aceilst
latinos,7,ailnost
latitat,7,aailttt
latrant,7,aalnrtt
latrine,7,aeilnrt
latrons,7,alnorst
lattens,7,aelnstt
lattice,9,aceiltt
lauders,8,adelrsu
lauding,9,adgilnu
laughed,12,adeghlu
laugher,11,aeghlru
launces,9,acelnsu
launder,8,adelnru
laundry,11,adlnruy
laurels,7,aellrsu
lauwine,10,aeilnuw
lavabos,12,aablosv
lavages,11,aaeglsv
laveers,10,aeelrsv
lavolta,10,aallotv
lawings,11,agilnsw
lawkses,14,aeklssw
lawless,10,aellssw
lawsuit,10,ailstuw
lawyers,13,aelrswy
laxator,14,aalortx
laxists,14,ailsstx
laxness,14,aelnssx
layaway,16,aaalwyy
layback,18,aabckly
layered,11,adeelry
layette,10,aeeltty
layings,11,agilnsy
layover,13,aelorvy
lazaret,16,aaelrtz
laziest,16,aeilstz
leached,13,acdeehl
leaches,12,aceehls
leadens,8,adeelns
leaders,8,adeelrs
leadier,8,adeeilr
leading,9,adegiln
leafage,11,aaeefgl
leafbud,13,abdeflu
leafery,13,aeeflry
leafier,10,aeefilr
leafing,11,aefgiln
leaflet,10,aeefllt
leagued,9,adeeglu
leaguer,8,aeeglru
leagues,8,aeeglsu
leakage,12,aaeegkl
leakers,11,aeeklrs
leakier,11,aeeiklr
leaking,12,aegikln
leaming,10,aegilmn
leanest,7,aeelnst
leaning,8,aegilnn
leapers,9,aeelprs
leaping,10,aegilnp
learier,7,aeeilrr
learned,8,adeelnr
learner,7,aeelnrr
leasers,7,aeelrss
leashed,11,adeehls
leashes,10,aeehlss
leasing,8,aegilns
leasowe,10,aeelosw
leasows,10,aelossw
leasure,7,aeelrsu
leather,10,aeehlrt
leavens,10,aeelnsv
leavers,10,aeelrsv
leavier,10,aeeilrv
leaving,11,aegilnv
lebbeks,15,bbeekls
lechers,12,ceehlrs
lechery,15,ceehlry
leching,13,ceghiln
lechwes,15,ceehlsw
lectern,9,ceelnrt
lection,9,ceilnot
lectors,9,celorst
lecture,9,ceelrtu
lecturn,9,celnrtu
ledgers,9,deeglrs
ledgier,9,deegilr
leeched,13,cdeeehl
leeches,12,ceeehls
leeping,10,eegilnp
leerier,7,eeeilrr
leering,8,eegilnr
leeward,11,adeelrw
leeways,13,aeelswy
lefties,10,eefilst
leftish,13,efhilst
leftism,12,efilmst
leftist,10,efilstt
legally,11,aegllly
legatee,8,aeeeglt
legates,8,aeeglst
legator,8,aeglort
legatos,8,aeglost
legends,9,deeglns
leggers,9,eegglrs
leggier,9,eeggilr
legging,10,egggiln
leghorn,11,eghlnor
legible,10,beegill
legibly,13,begilly
legions,8,egilnos
legists,8,egilsst
legitim,10,egiilmt
leglens,8,eegllns
legless,8,eegllss
leglets,8,eegllst
legroom,10,eglmoor
legumes,10,eeglmsu
legumin,10,egilmnu
legwork,15,egklorw
leipoas,9,aeilops
leiring,8,egiilnr
leister,7,eeilrst
leisure,7,eeilrsu
lekking,16,egikkln
lemmata,11,aaelmmt
lemming,12,egilmmn
lemoned,10,deelmno
lempira,11,aeilmpr
lemures,9,eelmrsu
lenders,8,deelnrs
lending,9,degilnn
lengest,8,eeglnst
lengths,11,eghlnst
lengthy,14,eghlnty
lenient,7,eeilnnt
lensman,9,aelmnns
lensmen,9,eelmnns
lentigo,8,egilnot
lentils,7,eillnst
lentisk,11,eiklnst
lentoid,8,deilnot
lentous,7,elnostu
lenvoys,13,elnosvy
leonine,7,eeilnno
leopard,10,adelopr
leotard,8,adelort
lepping,12,egilnpp
leprose,9,eeloprs
leprosy,12,eloprsy
leprous,9,eloprsu
leptome,11,eelmopt
leptons,9,elnopst
lernean,7,aeelnnr
lesbian,9,abeilns
lesions,7,eilnoss
lessees,7,eeelsss
lessens,7,eelnsss
lessons,7,elnosss
lessors,7,elorsss
letched,13,cdeehlt
letches,12,ceehlst
lethean,10,aeehlnt
lethied,11,deehilt
lettern,7,eelnrtt
letters,7,eelrstt
letting,8,egilntt
lettres,7,eelrstt
lettuce,9,ceelttu
leucine,9,ceeilnu
leucite,9,ceeiltu
leucoma,11,acelmou
levants,10,aelnstv
levator,10,aelortv
levered,11,deeelrv
leveret,10,eeelrtv
levites,10,eeilstv
levitic,12,ceiiltv
levying,14,egilnvy
lewdest,11,deelstw
lewises,10,eeilssw
lexemes,16,eeelmsx
lexical,16,aceillx
lexicon,16,ceilnox
liaised,8,adeiils
liaises,7,aeiilss
liaison,7,aiilnos
lianoid,8,adiilno
libated,10,abdeilt
libates,9,abeilst
libbard,12,abbdilr
libbers,11,bbeilrs
libbing,12,bbgiiln
libeled,10,bdeeill
libeler,9,beeillr
liberal,9,abeillr
liberos,9,beilors
liberty,12,beilrty
libidos,10,bdiilos
libkens,13,beiklns
library,12,abilrry
librate,9,abeilrt
licence,11,cceeiln
license,9,ceeilns
lichees,12,ceehils
lichens,12,cehilns
lichted,13,cdehilt
lichtly,15,chillty
licitly,12,ciillty
lickers,13,ceiklrs
licking,14,cgiikln
lictors,9,cilorst
lidless,8,deillss
liefest,10,eefilst
liernes,7,eeilnrs
lievest,10,eeilstv
lifeful,13,effillu
liftboy,15,bfiloty
lifters,10,efilrst
lifting,11,fgiilnt
liftman,12,afilmnt
liftmen,12,efilmnt
ligands,9,adgilns
ligated,9,adegilt
ligates,8,aegilst
liggers,9,eggilrs
ligging,10,gggiiln
lighted,12,deghilt
lighten,11,eghilnt
lighter,11,eghilrt
lightly,14,ghillty
lignify,14,fgiilny
lignite,8,egiilnt
lignose,8,egilnos
ligroin,8,giilnor
ligular,8,agillru
ligulas,8,agillsu
ligules,8,egillsu
ligures,8,egilrsu
likable,13,abeikll
likened,12,deeikln
likings,12,giiklns
lilting,8,giillnt
limacel,11,aceillm
limbate,11,abeilmt
limbeck,17,bceiklm
limbers,11,beilmrs
limbing,12,bgiilmn
limbous,11,bilmosu
limeade,10,adeeilm
limiest,9,eiilmst
liminal,9,aiillmn
limings,10,giilmns
limited,10,deiilmt
limiter,9,eiilmrt
limites,9,eiilmst
limmers,11,eilmmrs
limners,9,eilmnrs
limning,10,giilmnn
limpest,11,eilmpst
limpets,11,eilmpst
limping,12,giilmnp
limpkin,15,iiklmnp
limulus,9,illmsuu
linages,8,aegilns
linches,12,cehilns
linchet,12,cehilnt
linctus,9,cilnstu
lindane,8,adeilnn
lindens,8,deilnns
lineage,8,aeegiln
lineate,7,aeeilnt
lineman,9,aeilmnn
linemen,9,eeilmnn
lingams,10,agilmns
lingels,8,egillns
lingers,8,egilnrs
lingier,8,egiilnr
lingoes,8,egilnos
lingots,8,gilnost
lingual,8,agillnu
linguas,8,agilnsu
lingula,8,agillnu
linhays,13,ahilnsy
linings,8,giilnns
linkage,12,aegikln
linkboy,16,biklnoy
linkers,11,eiklnrs
linking,12,giiklnn
linkman,13,aiklmnn
linkmen,13,eiklmnn
linnets,7,eilnnst
linocut,9,cilnotu
linsang,8,agilnns
linseed,8,deeilns
lintels,7,eillnst
linters,7,eilnrst
lintier,7,eiilnrt
linties,7,eiilnst
lioncel,9,ceillno
lionels,7,eillnos
lioness,7,eilnoss
lionets,7,eilnost
lionise,7,eiilnos
lionism,9,iilmnos
lionize,16,eiilnoz
lipases,9,aeilpss
lipides,10,deiilps
lipless,9,eillpss
lipoids,10,diilops
lippens,11,eilnpps
lippier,11,eiilppr
lipping,12,giilnpp
liquate,16,aeilqtu
liquefy,22,efilquy
liqueur,16,eilqruu
liquids,17,diilqsu
liquors,16,iloqrsu
lirking,12,giiklnr
lispers,9,eilprss
lisping,10,giilnps
lispund,10,dilnpsu
lissome,9,eilmoss
listels,7,eillsst
listens,7,eilnsst
listful,10,fillstu
listing,8,giilnst
litchis,12,chiilst
literal,7,aeillrt
lithate,10,aehiltt
lithely,13,ehillty
lithest,10,ehilstt
lithite,10,ehiiltt
lithium,12,hiilmtu
lithoid,11,dhiilot
litotes,7,eilostt
litters,7,eilrstt
littery,10,eilrtty
littler,7,eillrtt
littles,7,eillstt
liturgy,11,gilrtuy
livable,12,abeillv
livened,11,deeilnv
livener,10,eeilnrv
livered,11,deeilrv
lividly,14,diillvy
livings,11,giilnsv
lizards,17,adilrsz
llanero,7,aellnor
loaches,12,acehlos
loaders,8,adelors
loading,9,adgilno
loafers,10,aeflors
loafing,11,afgilno
loamier,9,aeilmor
loaming,10,agilmno
loaning,8,agilnno
loathed,11,adehlot
loather,10,aehlort
loathes,10,aehlost
loathly,13,ahlloty
loaving,11,agilnov
lobbied,12,bbdeilo
lobbies,11,bbeilos
lobbing,12,bbgilno
lobbyer,14,bbelory
lobelet,9,beellot
lobelia,9,abeillo
lobings,10,bgilnos
lobiped,12,bdeilop
lobster,9,belorst
lobular,9,ablloru
lobules,9,bellosu
lobulus,9,bllosuu
lobworm,14,blmoorw
locales,9,acellos
locally,12,acllloy
located,10,acdelot
locates,9,acelost
lochans,12,achlnos
lochial,12,achillo
lockage,14,acegklo
lockers,13,ceklors
lockets,13,ceklost
lockful,16,cfkllou
locking,14,cgiklno
lockman,15,acklmno
lockmen,15,ceklmno
locknut,13,cklnotu
lockout,13,cklootu
lockram,15,acklmor
locoman,11,aclmnoo
locomen,11,celmnoo
locular,9,aclloru
locules,9,cellosu
loculus,9,cllosuu
locusta,9,aclostu
locusts,9,closstu
lodgers,9,deglors
lodging,10,dggilno
lofters,10,eflorst
loftier,10,efilort
loftily,13,filloty
lofting,11,fgilnot
loggats,9,agglost
loggers,9,egglors
loggias,9,aggilos
logging,10,gggilno
logical,10,acgillo
logline,8,egillno
loglogs,9,gglloos
logwood,12,dglooow
loiters,7,eilorst
lollard,8,adlllor
lollers,7,elllors
lollies,7,eilllos
lolling,8,gilllno
lollops,9,llloops
lombard,12,abdlmor
lomenta,9,aelmnot
loments,9,elmnost
longans,8,aglnnos
longbow,13,bglnoow
longest,8,eglnost
longing,9,ggilnno
longish,11,ghilnos
loobies,9,beiloos
loofahs,13,afhloos
lookers,11,ekloors
looking,12,giklnoo
lookism,13,iklmoos
lookout,11,kloootu
looming,10,gilmnoo
loonier,7,eilnoor
loonies,7,eilnoos
loopers,9,elooprs
loopier,9,eiloopr
looping,10,gilnoop
loosely,10,elloosy
loosens,7,elnooss
loosest,7,eloosst
loosing,8,gilnoos
looters,7,eloorst
looting,8,gilnoot
loppers,11,elopprs
lopping,12,gilnopp
loquats,16,aloqstu
lorchas,12,achlors
lording,9,dgilnor
lordkin,12,diklnor
lorette,7,eelortt
lorgnon,8,glnnoor
loricae,9,aceilor
lorimer,9,eilmorr
loriner,7,eilnorr
loriots,7,iloorst
lorises,7,eilorss
lorries,7,eilorrs
losable,9,abellos
lossier,7,eilorss
lotions,7,ilnoost
lotoses,7,eloosst
lottery,10,elortty
lotting,8,gilnott
lotuses,7,elosstu
loudens,8,delnosu
loudest,8,delostu
loudish,11,dhilosu
lounged,9,deglnou
lounger,8,eglnoru
lounges,8,eglnosu
louping,10,gilnopu
louring,8,gilnoru
lousier,7,eilorsu
lousily,10,illosuy
lousing,8,gilnosu
louting,8,gilnotu
loutish,10,hilostu
louvers,10,elorsuv
louvred,11,deloruv
louvres,10,elorsuv
lovable,12,abellov
lovages,11,aeglosv
lovered,11,deelorv
loverly,13,ellorvy
lovings,11,gilnosv
lowboys,15,blooswy
lowered,11,deelorw
lowings,11,gilnosw
lowland,11,adllnow
lowlier,10,eillorw
lowlily,13,illlowy
lownded,12,ddelnow
lownder,11,delnorw
lowness,10,elnossw
lowsing,11,gilnosw
loyaler,10,aellory
loyally,13,allloyy
loyalty,13,allotyy
lozenge,17,eeglnoz
lozengy,20,eglnoyz
lubbard,12,abbdlru
lubbers,11,bbelrsu
lucarne,9,acelnru
lucency,14,ccelnuy
lucerne,9,ceelnru
lucerns,9,celnrsu
lucidly,13,cdilluy
lucifer,12,cefilru
lucigen,10,cegilnu
luckier,13,ceiklru
luckies,13,ceiklsu
luckily,16,ciklluy
lucumas,11,aclmsuu
lucumos,11,clmosuu
luffing,14,ffgilnu
lugeing,9,eggilnu
luggage,10,aeggglu
luggers,9,egglrsu
luggies,9,eggilsu
lugging,10,gggilnu
lughole,11,eghllou
lugings,9,ggilnsu
lugsail,8,agillsu
lugworm,13,glmoruw
lullaby,12,abllluy
lulling,8,gilllnu
lumbago,12,abglmou
lumbang,12,abglmnu
lumbers,11,belmrsu
lumenal,9,aellmnu
luminal,9,aillmnu
lumined,10,deilmnu
lumines,9,eilmnsu
lummies,11,eilmmsu
lumpers,11,elmprsu
lumpier,11,eilmpru
lumpily,14,illmpuy
lumping,12,gilmnpu
lumpish,14,hilmpsu
lumpkin,15,iklmnpu
lunated,8,adelntu
lunatic,9,acilntu
lunched,13,cdehlnu
luncher,12,cehlnru
lunches,12,cehlnsu
lunette,7,eelnttu
lungful,11,fgllnuu
lungies,8,egilnsu
lunging,9,ggilnnu
lunkers,11,eklnrsu
lunting,8,gilnntu
lunular,7,allnruu
lunulas,7,allnsuu
lunules,7,ellnsuu
lupines,9,eilnpsu
lupulin,9,illnpuu
lurched,13,cdehlru
lurcher,12,cehlrru
lurches,12,cehlrsu
lurdane,8,adelnru
lurdans,8,adlnrsu
luridly,11,dillruy
lurkers,11,eklrrsu
lurking,12,giklnru
lushers,10,ehlrssu
lushest,10,ehlsstu
lushing,11,ghilnsu
lusters,7,elrsstu
lustful,10,fllstuu
lustick,13,ciklstu
lustier,7,eilrstu
lustily,10,illstuy
lusting,8,gilnstu
lustral,7,allrstu
lustred,8,delrstu
lustres,7,elrsstu
lustrum,9,lmrstuu
luteous,7,elostuu
luthern,10,ehlnrtu
luthier,10,ehilrtu
lutings,8,gilnstu
lutists,7,ilssttu
luvvies,13,eilsuvv
luxated,15,adeltux
luxates,14,aelstux
lyceums,14,celmsuy
lychees,15,ceehlsy
lychnis,15,chilnsy
lycopod,15,cdloopy
lyddite,12,ddeilty
lyingly,14,gillnyy
lymphad,18,adhlmpy
lyncean,12,acelnny
lynched,16,cdehlny
lynches,15,cehlnsy
lynchet,15,cehlnty
lyophil,15,hillopy
lyrated,11,adelrty
lyrical,12,acillry
lyrisms,12,ilmrssy
lyrists,10,ilrssty
macabre,13,aabcemr
macacos,13,aaccmos
macadam,14,aaacdmm
macaque,20,aacemqu
macchie,16,accehim
machair,14,aachimr
machans,14,aachmns
machete,14,aceehmt
machine,14,acehimn
machree,14,aceehmr
machzor,23,achmorz
mackled,16,acdeklm
mackles,15,aceklms
macrons,11,acmnors
maculae,11,aacelmu
macular,11,aaclmru
macules,11,acelmsu
madcaps,14,aacdmps
maddens,11,addemns
madders,11,addemrs
