word,value,hand
azulejo,23,aejlouz
azurean,16,aaenruz
azurine,16,aeinruz
azurite,16,aeirtuz
azygous,20,agosuyz
azymite,21,aeimtyz
azymous,21,amosuyz
baaings,10,aabgins
baalism,11,aabilms
babacos,13,aabbcos
babassu,11,aabbssu
babbitt,13,abbbitt
babbled,14,abbbdel
babbler,13,abbbelr
babbles,13,abbbels
babesia,11,aabbeis
babiche,16,abbcehi
babiest,11,abbeist
bablahs,14,aabbhls
baboons,11,abbnoos
babuche,16,abbcehu
babudom,14,abbdmou
babuism,13,abbimsu
babying,15,abbginy
babyish,17,abbhisy
baccara,13,aaabccr
baccate,13,aabccet
bacchii,16,abcchii
baccies,13,abcceis
baching,15,abcghin
bacilli,11,abciill
backare,15,aabcekr
backbit,17,abbcikt
backers,15,abcekrs
backets,15,abcekst
backhoe,18,abcehko
backing,16,abcgikn
backlit,15,abciklt
backlog,16,abcgklo
backout,15,abckotu
backpay,20,aabckpy
backsaw,18,aabcksw
backset,15,abcekst
backsey,18,abceksy
baclava,14,aaabclv
baconer,11,abcenor
baculum,13,abclmuu
baddies,11,abddeis
baddish,14,abddhis
badgers,11,abdegrs
badious,10,abdiosu
badmash,15,aabdhms
badness,10,abdenss
baetyls,12,abelsty
baffies,15,abeffis
baffing,16,abffgin
baffled,16,abdeffl
baffler,15,abefflr
baffles,15,abeffls
bagarre,10,aabegrr
bagasse,10,aabegss
bagfuls,13,abfglsu
baggage,12,aabeggg
baggier,11,abeggir
baggies,11,abeggis
baggily,14,abggily
bagging,12,abgggin
baggits,11,abggist
bagnios,10,abginos
bagpipe,14,abegipp
baguios,10,abgiosu
bagwash,16,aabghsw
bagwigs,14,abggisw
bahadas,13,aaabdhs
bailees,9,abeeils
bailers,9,abeilrs
baileys,12,abeilsy
bailies,9,abeiils
bailiff,15,abffiil
bailing,10,abgiiln
baillie,9,abeiill
bailors,9,abilors
bainite,9,abeiint
bairnly,12,abilnry
baiters,9,abeirst
baiting,10,abgiint
baizing,19,abgiinz
bajadas,17,aaabdjs
bajrees,16,abeejrs
bakings,14,abgikns
baklava,16,aaabklv
balance,11,aabceln
balases,9,aabelss
balboas,11,aabblos
balcony,14,abclnoy
baldest,10,abdelst
baldies,10,abdeils
balding,11,abdgiln
baldish,13,abdhils
baldric,12,abcdilr
baleful,12,abefllu
balkers,13,abeklrs
balkier,13,abeiklr
balking,14,abgikln
ballade,10,aabdell
ballads,10,aabdlls
ballans,9,aabllns
ballant,9,aabllnt
ballast,9,aabllst
ballats,9,aabllst
ballets,9,abellst
ballier,9,abeillr
balling,10,abgilln
ballium,11,abillmu
balloon,9,abllnoo
ballots,9,abllost
ballows,12,abllosw
ballpen,11,abellnp
balmier,11,abeilmr
balmily,14,abillmy
balneal,9,aabelln
baloney,12,abelnoy
balsams,11,aablmss
balsamy,14,aablmsy
bambini,13,abbiimn
bambino,13,abbimno
bamboos,13,abbmoos
bamming,14,abgimmn
banaler,9,aabelnr
banally,12,aabllny
bananas,9,aaabnns
bandage,11,aabdegn
bandana,10,aaabdnn
bandars,10,aabdnrs
bandeau,10,aabdenu
bandied,11,abddein
bandier,10,abdeinr
bandies,10,abdeins
banding,11,abdginn
bandits,10,abdinst
bandogs,11,abdgnos
bandora,10,aabdnor
bandore,10,abdenor
bandrol,10,abdlnor
bandura,10,aabdnru
baneful,12,abeflnu
bangers,10,abegnrs
banging,11,abgginn
bangled,11,abdegln
bangles,10,abeglns
banians,9,aabinns
banjoes,16,abejnos
bankers,13,abeknrs
banking,14,abgiknn
banksia,13,aabikns
banners,9,abennrs
banning,10,abginnn
bannock,15,abcknno
banquet,18,abenqtu
banshee,12,abeehns
bantams,11,aabmnst
banteng,10,abegnnt
banters,9,abenrst
banting,10,abginnt
banyans,12,aabnnsy
banzais,18,aabinsz
baobabs,13,aabbbos
baptise,11,abeipst
baptism,13,abimpst
baptist,11,abipstt
baptize,20,abeiptz
barazas,18,aaabrsz
barbate,11,aabbert
barbels,11,abbelrs
barbers,11,abberrs
barbets,11,abberst
barbies,11,abbeirs
barbing,12,abbginr
barbola,11,aabblor
barbule,11,abbelru
barchan,14,aabchnr
bardash,13,aabdhrs
barding,11,abdginr
barfing,13,abfginr
bargain,10,aabginr
bargees,10,abeegrs
barging,11,abgginr
barilla,9,aabillr
barkans,13,aabknrs
barkers,13,abekrrs
barkhan,16,aabhknr
barkier,13,abeikrr
barking,14,abgiknr
barleys,12,abelrsy
barmaid,12,aabdimr
barmier,11,abeimrr
barmkin,15,abikmnr
barneys,12,abenrsy
baronet,9,abenort
barongs,10,abgnors
baronne,9,abennor
baroque,18,abeoqru
barques,18,abeqrsu
barrace,11,aabcerr
barrack,15,aabckrr
barrage,10,aabegrr
barrels,9,abelrrs
barrets,9,aberrst
barrico,11,abciorr
barrier,9,abeirrr
barring,10,abginrr
barrios,9,abiorrs
barrows,12,aborrsw
barters,9,aberrst
bartons,9,abnorst
barwood,13,abdoorw
baryons,12,abnorsy
barytes,12,abersty
barytic,14,abcirty
baryton,12,abnorty
basalts,9,aablsst
bascule,11,abcelsu
baseman,11,aabemns
basemen,11,abeemns
basenji,16,abeijns
bashaws,15,aabhssw
bashers,12,abehrss
bashful,15,abfhlsu
bashing,13,abghins
bashlik,16,abhikls
bashlyk,19,abhklsy
basidia,10,aabdiis
basilar,9,aabilrs
basinet,9,abeinst
baskets,13,abeksst
basking,14,abgikns
basmati,11,aabimst
basoche,14,abcehos
basqued,19,abdeqsu
basques,18,abeqssu
bassets,9,abessst
bassist,9,abissst
bassoon,9,abnooss
bastard,10,aabdrst
basters,9,abersst
bastide,10,abdeist
basting,10,abginst
bastion,9,abinost
batable,11,aabbelt
batatas,9,aaabstt
batched,15,abcdeht
batches,14,abcehst
bateaux,16,aabetux
batfish,15,abfhist
bathers,12,abehrst
bathing,13,abghint
bathmat,14,aabhmtt
bathmic,16,abchimt
bathtub,14,abbhttu
bathyal,15,aabhlty
batiste,9,abeistt
batlers,9,abelrst
batoons,9,abnoost
batsman,11,aabmnst
batsmen,11,abemnst
battels,9,abelstt
battens,9,abenstt
batters,9,aberstt
battery,12,abertty
battier,9,abeirtt
batting,10,abgintt
battled,10,abdeltt
battler,9,abelrtt
battles,9,abelstt
battues,9,abesttu
battuta,9,aabtttu
batwing,13,abgintw
baubles,11,abbelsu
bauchle,14,abcehlu
baueras,9,aabersu
baulked,14,abdeklu
bausond,10,abdnosu
bauxite,16,abeitux
bawbees,14,abbeesw
bawbles,14,abbelsw
bawcock,20,abcckow
bawdier,13,abdeirw
bawdily,16,abdilwy
bawlers,12,abelrsw
bawleys,15,abelswy
bawling,13,abgilnw
bayonet,12,abenoty
bazaars,18,aaabrsz
bazooka,22,aabkooz
bazouki,22,abikouz
beached,15,abcdeeh
beaches,14,abceehs
beacons,11,abcenos
beadier,10,abdeeir
beadily,13,abdeily
beading,11,abdegin
beadles,10,abdeels
beadman,12,aabdemn
beadmen,12,abdeemn
beagled,11,abdeegl
beagler,10,abeeglr
beagles,10,abeegls
beakers,13,abeekrs
beamers,11,abeemrs
beamier,11,abeeimr
beamily,14,abeilmy
beaming,12,abegimn
beamish,14,abehims
beamlet,11,abeelmt
beanery,12,abeenry
beanies,9,abeeins
bearded,11,abddeer
beardie,10,abdeeir
bearers,9,abeerrs
bearing,10,abeginr
bearish,12,abehirs
beastie,9,abeeist
beastly,12,abelsty
beaters,9,abeerst
beathed,13,abdeeht
beatify,15,abefity
beating,10,abegint
beatnik,13,abeiknt
beaufet,12,abeeftu
beaufin,12,abefinu
beauish,12,abehisu
beavers,12,abeersv
beavery,15,abeervy
bebeeru,11,bbeeeru
becalms,13,abcelms
becasse,11,abceess
because,11,abceesu
becharm,16,abcehmr
beckets,15,bceekst
becking,16,bcegikn
beckons,15,bceknos
becloud,12,bcdelou
becomes,13,bceemos
bedaubs,12,abbdesu
bedbugs,13,bbdegsu
bedders,11,bddeers
bedding,12,bddegin
bedecks,16,bcdeeks
bedells,10,bdeells
bedeman,12,abdeemn
bedemen,12,bdeeemn
bedevil,13,bdeeilv
bedewed,14,bddeeew
bedfast,13,abdefst
bedight,14,bdeghit
bedizen,19,bdeeinz
bedlams,12,abdelms
bedouin,10,bdeinou
bedpans,12,abdenps
bedpost,12,bdeopst
bedrals,10,abdelrs
bedrock,16,bcdekor
bedroom,12,bdemoor
bedside,11,bddeeis
bedsits,10,bdeisst
bedsock,16,bcdekos
bedsore,10,bdeeors
bedtick,16,bcdeikt
bedtime,12,bdeeimt
beduins,10,bdeinsu
bedward,14,abdderw
bedwarf,16,abdefrw
beechen,14,bceeehn
beeches,14,bceeehs
beefalo,12,abeeflo
beefier,12,beeefir
beefing,13,beefgin
beehive,15,beeehiv
beeline,9,beeeiln
beepers,11,beeeprs
beeping,12,beeginp
beerage,10,abeeegr
beerier,9,beeeirr
beerily,12,beeilry
beeswax,19,abeeswx
beetled,10,bdeeelt
beetles,9,beeelst
befalls,12,abeflls
befools,12,befloos
befouls,12,beflosu
beggars,11,abeggrs
beggary,14,abeggry
begging,12,begggin
beghard,14,abdeghr
begirds,11,bdegirs
begloom,12,beglmoo
begones,10,beegnos
begonia,10,abegino
begorra,10,abegorr
begrime,12,beegimr
beguile,10,beegilu
beguine,10,beeginu
beguins,10,beginsu
behaved,16,abdeehv
behaves,15,abeehsv
beheads,13,abdeehs
behests,12,beehsst
behight,16,beghhit
behinds,13,bdehins
beholds,13,bdehlos
behoofs,15,befhoos
behoove,15,beehoov
behoved,16,bdeehov
behoves,15,beehosv
behowls,15,behlosw
beigels,10,beegils
beignet,10,beegint
beinked,14,bdeeikn
bejants,16,abejnst
bejewel,19,beeejlw
beknown,16,beknnow
belabor,11,abbelor
belaced,12,abcdeel
belaces,11,abceels
belated,10,abdeelt
belates,9,abeelst
belauds,10,abdelsu
belayed,13,abdeely
belched,15,bcdeehl
belcher,14,bceehlr
belches,14,bceehls
beldame,12,abdeelm
beldams,12,abdelms
belgard,11,abdeglr
beliefs,12,beefils
beliers,9,beeilrs
believe,12,beeeilv
bellied,10,bdeeill
bellies,9,beeills
belling,10,begilln
bellman,11,abellmn
bellmen,11,beellmn
bellows,12,bellosw
belongs,10,beglnos
beloved,13,bdeelov
beloves,12,beelosv
belting,10,begilnt
beltman,11,abelmnt
beltway,15,abeltwy
belugas,10,abeglsu
belying,13,begilny
bemazed,21,abdeemz
bemeans,11,abeemns
bemired,12,bdeeimr
bemires,11,beeimrs
bemoans,11,abemnos
bemocks,17,bcekmos
bemused,12,bdeemsu
bemuses,11,beemssu
benamed,12,abdeemn
benames,11,abeemns
benched,15,bcdeehn
bencher,14,bceehnr
benches,14,bceehns
benders,10,bdeenrs
bending,11,bdeginn
bendlet,10,bdeelnt
beneath,12,abeehnt
benefic,14,bceefin
benefit,12,beefint
benempt,13,beemnpt
benight,13,beghint
benison,9,beinnos
bennets,9,beennst
benthic,14,bcehint
benthos,12,behnost
benumbs,13,bbemnsu
benzene,18,beeennz
benzine,18,beeinnz
benzoic,20,bceinoz
benzoin,18,beinnoz
benzole,18,beelnoz
benzoyl,21,belnoyz
bepaint,11,abeinpt
bequest,18,beeqstu
berated,10,abdeert
berates,9,abeerst
berceau,11,abceeru
berdash,13,abdehrs
bereave,12,abeeerv
bergama,12,aabegmr
bergylt,13,beglrty
berline,9,beeilnr
berlins,9,beilnrs
berrets,9,beerrst
berried,10,bdeeirr
berries,9,beeirrs
berserk,13,beekrrs
berthas,12,abehrst
berthed,13,bdeehrt
beseech,14,bceeehs
beseems,11,beeemss
beshame,14,abeehms
beshrew,15,beehrsw
besides,10,bdeeiss
besiege,10,beeegis
beslave,12,abeelsv
besmear,11,abeemrs
besmuts,11,bemsstu
besomed,12,bdeemos
bespake,15,abeekps
bespate,11,abeepst
bespeak,15,abeekps
bespits,11,beipsst
bespoke,15,beekops
bestead,10,abdeest
bestial,9,abeilst
besting,10,beginst
bestirs,9,beirsst
bestows,12,beosstw
bestrew,12,beerstw
bestrid,10,bdeirst
bestuck,15,bcekstu
bestuds,10,bdesstu
betaine,9,abeeint
betaken,13,abeeknt
betakes,13,abeekst
beteeme,11,beeeemt
beteems,11,beeemst
bethels,12,beehlst
bethink,16,behiknt
bethump,16,behmptu
betided,11,bddeeit
betides,10,bdeeist
betimes,11,beeimst
betoken,13,beeknot
betrays,12,abersty
betroth,12,behortt
betters,9,beerstt
betties,9,beeistt
betting,10,begintt
bettors,9,beorstt
between,12,beeentw
betwixt,19,beittwx
bevvied,16,bdeeivv
bevvies,15,beeisvv
bewails,12,abeilsw
beweeps,14,beeepsw
bewhore,15,beehorw
bewitch,17,bcehitw
bewrays,15,aberswy
bezants,18,abenstz
bezique,27,beeiquz
bezoars,18,abeorsz
bezzazz,45,abezzzz
bezzled,28,bdeelzz
bezzles,27,beelszz
bhagees,13,abeeghs
bhajees,19,abeehjs
bhaktis,16,abhikst
bhangra,13,aabghnr
bharals,12,aabhlrs
bheesty,15,beehsty
biasing,10,abgiins
biassed,10,abdeiss
biaxial,16,aabiilx
bibbers,13,bbbeirs
bibbing,14,bbbgiin
bibcock,19,bbcciko
bibelot,11,bbeilot
biblist,11,bbiilst
biccies,13,bcceiis
bichord,15,bcdhior
bickers,15,bceikrs
bickies,15,bceiiks
bicorne,11,bceinor
bicycle,16,bcceily
bidarka,14,aabdikr
bidders,11,bddeirs
biddies,11,bddeiis
bidding,12,bddgiin
bidents,10,bdeinst
biffing,16,bffgiin
biffins,15,bffiins
bifilar,12,abfiilr
bifocal,14,abcfilo
bigener,10,beeginr
bigfeet,13,beefgit
bigfoot,13,bfgioot
biggest,11,beggist
biggies,11,beggiis
bigging,12,bgggiin
biggins,11,bggiins
biggish,14,bgghiis
bighead,14,abdeghi
bighorn,13,bghinor
bigness,10,beginss
bigoted,11,bdegiot
bigotry,13,bgiorty
bigwigs,14,bggiisw
bikeway,19,abeikwy
bikinis,13,biiikns
bilboes,11,bbeilos
bilgier,10,begiilr
bilging,11,bggiiln
biliary,12,abiilry
bilimbi,13,bbiiilm
bilious,9,biilosu
bilkers,13,beiklrs
bilking,14,bgiikln
billets,9,beillst
billies,9,beiills
billing,10,bgiilln
billion,9,biillno
billman,11,abillmn
billmen,11,beillmn
billons,9,billnos
billows,12,billosw
billowy,15,billowy
bilobar,11,abbilor
bilobed,12,bbdeilo
biltong,10,bgilnot
bimanal,11,aabilmn
bimodal,12,abdilmo
binders,10,bdeinrs
bindery,13,bdeinry
binding,11,bdgiinn
bingers,10,beginrs
binghis,13,bghiins
bingies,10,begiins
binging,11,bggiinn
bingles,10,begilns
binning,10,bgiinnn
binocle,11,bceilno
biocide,12,bcdeiio
biogens,10,beginos
biogeny,13,beginoy
biology,13,bgilooy
biomass,11,abimoss
bionics,11,bciinos
biontic,11,bciinot
biopics,13,bciiops
biotite,9,beiiott
biotype,14,beiopty
bipedal,12,abdeilp
biplane,11,abeilnp
bipolar,11,abilopr
birched,15,bcdehir
birchen,14,bcehinr
birches,14,bcehirs
birders,10,bdeirrs
birdies,10,bdeiirs
birding,11,bdgiinr
birdman,12,abdimnr
birdmen,12,bdeimnr
biremes,11,beeimrs
biretta,9,abeirtt
biriani,9,abiiinr
birkies,13,beiikrs
birlers,9,beilrrs
birling,10,bgiilnr
birlinn,9,biilnnr
biryani,12,abiinry
biscuit,11,bciistu
bisects,11,bceisst
bishops,14,bhiopss
bismars,11,abimrss
bismuth,14,bhimstu
bisques,18,beiqssu
bistort,9,biorstt
bistred,10,bdeirst
bistros,9,biorsst
bitched,15,bcdehit
bitches,14,bcehist
bitings,10,bgiinst
bitless,9,beilsst
bitmaps,13,abimpst
bitonal,9,abilnot
bittern,9,beinrtt
bitters,9,beirstt
bittier,9,beiirtt
bitting,10,bgiintt
bittock,15,bcikott
bitumed,12,bdeimtu
bitumen,11,beimntu
bivalve,15,abeilvv
bivious,12,biiosuv
biviums,14,biimsuv
bivouac,14,abciouv
bivvied,16,bdeiivv
bivvies,15,beiisvv
bizarre,18,abeirrz
bizonal,18,abilnoz
bizones,18,beinosz
blabbed,14,abbbdel
blabber,13,abbbelr
blacked,16,abcdekl
blacken,15,abcekln
blacker,15,abceklr
blackly,18,abcklly
bladder,11,abddelr
blagged,12,abdeggl
blagger,11,abegglr
blagues,10,abeglsu
blaming,12,abgilmn
blander,10,abdelnr
blandly,13,abdllny
blanked,14,abdekln
blanker,13,abeklnr
blanket,13,abeklnt
blankly,16,abkllny
blaring,10,abgilnr
blarney,12,abelnry
blashes,12,abehlss
blasted,10,abdelst
blaster,9,abelrst
blatant,9,aablntt
blather,12,abehlrt
blatted,10,abdeltt
blatter,9,abelrtt
blaubok,15,abbklou
blawort,12,ablortw
blazers,18,abelrsz
blazing,19,abgilnz
blazons,18,ablnosz
bleaker,13,abeeklr
bleakly,16,abeklly
bleared,10,abdeelr
bleated,10,abdeelt
bleater,9,abeelrt
bleeder,10,bdeeelr
bleeped,12,bdeeelp
bleeper,11,beeelpr
blemish,14,behilms
blended,11,bddeeln
blender,10,bdeelnr
blesbok,15,bbeklos
blessed,10,bdeelss
blesses,9,beelsss
blether,12,beehlrt
blewits,12,beilstw
blights,13,bghilst
blighty,16,bghilty
blimeys,14,beilmsy
blimies,11,beiilms
blinded,11,bddeiln
blinder,10,bdeilnr
blindly,13,bdillny
blinked,14,bdeikln
blinker,13,beiklnr
blintze,18,beilntz
blipped,14,bdeilpp
blister,9,beilrst
blither,12,behilrt
blitzed,19,bdeiltz
blitzes,18,beilstz
bloated,10,abdelot
bloater,9,abelort
blobbed,14,bbbdelo
blocked,16,bcdeklo
blocker,15,bceklor
blonder,10,bdelnor
blondes,10,bdelnos
blooded,11,bddeloo
bloomed,12,bdelmoo
bloomer,11,belmoor
blooped,12,bdeloop
blooper,11,beloopr
blossom,11,blmooss
blotchy,17,bchloty
blotted,10,bdelott
blotter,9,belortt
bloused,10,bdelosu
blouses,9,belossu
blouson,9,blnoosu
blowers,12,belorsw
blowfly,18,bfllowy
blowgun,13,bglnouw
blowier,12,beilorw
blowies,12,beilosw
blowing,13,bgilnow
blowjob,21,bbjloow
blowoff,18,bffloow
blowsed,13,bdelosw
blowses,12,belossw
blowzed,22,bdelowz
blowzes,21,beloswz
blubbed,14,bbbdelu
blubber,13,bbbelru
blucher,14,bcehlru
bludged,12,bddeglu
bludger,11,bdeglru
bludges,11,bdeglsu
bluding,11,bdgilnu
bluecap,13,abcelpu
blueing,10,begilnu
bluejay,19,abejluy
bluetit,9,beilttu
bluffed,16,bdefflu
bluffer,15,befflru
bluffly,18,bfflluy
bluings,10,bgilnsu
blunder,10,bdelnru
blunged,11,bdeglnu
blunger,10,beglnru
blunges,10,beglnsu
blunted,10,bdelntu
blunter,9,belnrtu
bluntly,12,bllntuy
blurred,10,bdelrru
blurted,10,bdelrtu
blushed,13,bdehlsu
blusher,12,behlrsu
blushes,12,behlssu
bluster,9,belrstu
boaking,14,abgikno
boarded,11,abddeor
boarder,10,abdeorr
boarish,12,abhiors
boasted,10,abdeost
boaster,9,abeorst
boatels,9,abelost
boaters,9,abeorst
boaties,9,abeiost
boating,10,abginot
boatman,11,aabmnot
boatmen,11,abemnot
bobbery,16,bbbeory
bobbies,13,bbbeios
bobbing,14,bbbgino
bobbins,13,bbbinos
bobbish,16,bbbhios
bobbled,14,bbbdelo
bobbles,13,bbbelos
bobcats,13,abbcost
bobsled,12,bbdelos
bobstay,14,abbosty
bobtail,11,abbilot
bobwigs,15,bbgiosw
bocages,12,abcegos
bocking,16,bcgikno
bodachs,15,abcdhos
bodeful,13,bdeflou
bodegas,11,abdegos
bodgers,11,bdegors
bodgies,11,bdegios
bodging,12,bdggino
bodices,12,bcdeios
bodikin,14,bdiikno
bodings,11,bdginos
bodkins,14,bdiknos
bodying,14,bdginoy
boffing,16,bffgino
boffins,15,bffinos
bogbean,12,abbegno
boggard,12,abdggor
boggart,11,abggort
boggier,11,beggior
bogging,12,bgggino
boggled,12,bdegglo
boggler,11,begglor
boggles,11,begglos
bogland,11,abdglno
bogoaks,14,abgkoos
bogongs,11,bggnoos
bogyism,15,bgimosy
bohrium,14,bhimoru
bohunks,16,bhknosu
boilers,9,beilors
boilery,12,beilory
boiling,10,bgiilno
boinged,11,bdegino
boinked,14,bdeikno
boldest,10,bdelost
boleros,9,beloors
boletus,9,belostu
bolides,10,bdeilos
bolivar,12,abilorv
bollard,10,abdllor
bolling,10,bgillno
bollock,15,bcklloo
boloney,12,belnooy
bolshie,12,behilos
bolster,9,belorst
bolters,9,belorst
bolting,10,bgilnot
boluses,9,belossu
bombard,14,abbdmor
bombast,13,abbmost
bombers,13,bbemors
bombing,14,bbgimno
bombora,13,abbmoor
bonamia,11,aabimno
bonanza,18,aabnnoz
bonasus,9,abnossu
bonbons,11,bbnnoos
bondage,11,abdegno
bonders,10,bdenors
bonding,11,bdginno
bondman,12,abdmnno
bondmen,12,bdemnno
bonducs,12,bcdnosu
boneset,9,beenost
bonfire,12,befinor
bonging,11,bgginno
bongoes,10,begnoos
boniest,9,beinost
bonings,10,bginnos
bonists,9,binosst
bonitos,9,binoost
bonjour,16,bjnooru
bonkers,13,beknors
bonking,14,bgiknno
bonnets,9,bennost
bonnier,9,beinnor
bonnily,12,bilnnoy
bonsoir,9,binoors
bonuses,9,benossu
bonxies,16,beinosx
boobies,11,bbeioos
boobing,12,bbginoo
boobook,15,bbkoooo
booboos,11,bboooos
boodles,10,bdeloos
boogied,11,bdegioo
boogies,10,begioos
boohoos,12,bhoooos
bookful,16,bfkloou
bookies,13,beikoos
booking,14,bgiknoo
bookish,16,bhikoos
booklet,13,bekloot
bookman,15,abkmnoo
bookmen,15,bekmnoo
boomers,11,bemoors
booming,12,bgimnoo
boomlet,11,belmoot
boorish,12,bhioors
boosted,10,bdeoost
booster,9,beoorst
bootboy,14,bboooty
bootees,9,beeoost
booties,9,beioost
booting,10,bginoot
bootleg,10,begloot
bootses,9,beoosst
boozers,18,beoorsz
boozier,18,beioorz
boozily,21,bilooyz
boozing,19,bginooz
boppers,13,beopprs
bopping,14,bginopp
boracic,13,abccior
borages,10,abegors
boranes,9,abenors
borates,9,abeorst
borazon,18,abnoorz
bordars,10,abdorrs
bordels,10,bdelors
borders,10,bdeorrs
bordure,10,bdeorru
boredom,12,bdemoor
boreens,9,beenors
borides,10,bdeiors
borings,10,bginors
bornite,9,beinort
boronia,9,abinoor
borough,13,bghooru
borrows,12,boorrsw
borscht,14,bchorst
borstal,9,ablorst
bortsch,14,bchorst
borzois,18,bioorsz
boscage,12,abcegos
boskage,14,abegkos
boskets,13,bekosst
boskier,13,beikors
bosomed,12,bdemoos
bosquet,18,beoqstu
bossier,9,beiorss
bossily,12,bilossy
bossing,10,bginoss
bostons,9,bnoosst
bostryx,19,borstxy
botanic,11,abcinot
botargo,10,abgoort
botched,15,bcdehot
botcher,14,bcehort
botches,14,bcehost
bothers,12,behorst
bothies,12,behiost
bottega,10,abegott
botties,9,beiostt
bottine,9,beinott
bottled,10,bdelott
bottler,9,belortt
bottles,9,belostt
bottoms,11,bmoostt
bouchee,14,bceehou
boucles,11,bcelosu
boudoir,10,bdiooru
bougies,10,begiosu
bouilli,9,biillou
boulder,10,bdeloru
boulles,9,bellosu
boulted,10,bdelotu
boulter,9,belortu
bounced,12,bcdenou
bouncer,11,bcenoru
bounces,11,bcenosu
bounded,11,bddenou
bounden,10,bdennou
bounder,10,bdenoru
bouquet,18,beoqtuu
bourbon,11,bbnooru
bourder,10,bdeorru
bourdon,10,bdnooru
bourlaw,12,abloruw
bournes,9,benorsu
bourree,9,beeorru
bourses,9,beorssu
bousing,10,bginosu
boutade,10,abdeotu
boutons,9,bnoostu
bovates,12,abeostv
bowbent,14,bbenotw
bowered,13,bdeeorw
bowfins,15,bfinosw
bowhead,16,abdehow
bowknot,16,bknootw
bowlder,13,bdelorw
bowlers,12,belorsw
bowlful,15,bfllouw
bowline,12,beilnow
bowling,13,bgilnow
bowpots,14,boopstw
bowsers,12,beorssw
bowshot,15,bhoostw
bowsing,13,bginosw
bowwows,18,booswww
bowyang,16,abgnowy
bowyers,15,beorswy
boxfuls,19,bflosux
boxings,17,bginosx
boxroom,18,bmooorx
boxwood,20,bdooowx
boycott,14,bcootty
boyhood,16,bdhoooy
brabble,13,abbbelr
braccia,13,aabccir
braccio,13,abccior
bracers,11,abcerrs
braches,14,abcehrs
brachet,14,abcehrt
bracing,12,abcginr
bracken,15,abceknr
bracket,15,abcekrt
bradawl,13,aabdlrw
bragged,12,abdeggr
braided,11,abddeir
braider,10,abdeirr
brailed,10,abdeilr
brained,10,abdeinr
braised,10,abdeirs
braises,9,abeirss
braizes,18,abeirsz
brakier,13,abeikrr
braking,14,abgiknr
braless,9,abelrss
bramble,13,abbelmr
brambly,16,abblmry
branchy,17,abchnry
branded,11,abddenr
brander,10,abdenrr
brangle,10,abeglnr
branles,9,abelnrs
bransle,9,abelnrs
brantle,9,abelnrt
brasero,9,abeorrs
brasher,12,abehrrs
brashes,12,abehrss
brashly,15,abhlrsy
brasier,9,abeirrs
brasses,9,abersss
brasset,9,abersst
brassie,9,abeirss
brattle,9,abelrtt
bravado,13,aabdorv
bravely,15,abelrvy
bravery,15,aberrvy
bravest,12,aberstv
braving,13,abginrv
bravoes,12,abeorsv
bravura,12,aabrruv
brawest,12,aberstw
brawled,13,abdelrw
brawler,12,abelrrw
brawned,13,abdenrw
braxies,16,abeirsx
braying,13,abginry
brazens,18,abenrsz
brazier,18,abeirrz
brazils,18,abilrsz
brazing,19,abginrz
breaded,11,abddeer
breadth,13,abdehrt
breaker,13,abeekrr
breamed,12,abdeemr
breasts,9,abersst
breathe,12,abeehrt
breaths,12,abehrst
breathy,15,abehrty
breccia,13,abcceir
brecham,16,abcehmr
breding,11,bdeginr
breeder,10,bdeeerr
breezed,19,bdeeerz
breezes,18,beeersz
brehons,12,behnors
bretons,9,benorst
brevete,12,beeertv
brevets,12,beerstv
brevier,12,beeirrv
brevity,15,beirtvy
brewage,13,abeegrw
brewers,12,beerrsw
brewery,15,beerrwy
brewing,13,beginrw
briared,10,abdeirr
bribers,11,bbeirrs
bribery,14,bbeirry
bribing,12,bbgiinr
bricked,16,bcdeikr
bricken,15,bceiknr
brickie,15,bceiikr
brickle,15,bceiklr
bricole,11,bceilor
bridals,10,abdilrs
bridged,12,bddegir
bridges,11,bdegirs
bridies,10,bdeiirs
bridled,11,bddeilr
bridler,10,bdeilrr
bridles,10,bdeilrs
bridoon,10,bdinoor
briefed,13,bdeefir
briefer,12,beefirr
briefly,15,befilry
briered,10,bdeeirr
brigade,11,abdegir
brigand,11,abdginr
brigued,11,bdegiru
brigues,10,begirsu
brimful,14,bfilmru
briming,12,bgiimnr
brimmed,14,bdeimmr
brimmer,13,beimmrr
brinded,11,bddeinr
brindle,10,bdeilnr
bringer,10,beginrr
brinier,9,beiinrr
brining,10,bgiinnr
brinish,12,bhiinrs
brinjal,16,abijlnr
brioche,14,bcehior
briquet,18,beiqrtu
brisked,14,bdeikrs
brisken,13,beiknrs
brisker,13,beikrrs
brisket,13,beikrst
briskly,16,biklrsy
bristle,9,beilrst
bristly,12,bilrsty
brisure,9,beirrsu
britska,13,abikrst
brittle,9,beilrtt
brittly,12,bilrtty
britzka,22,abikrtz
broaden,10,abdenor
broader,10,abdeorr
broadly,13,abdlory
brocade,12,abcdeor
brocage,12,abcegor
brocard,12,abcdorr
brochan,14,abchnor
broches,14,bcehors
brocked,16,bcdekor
brocket,15,bcekort
brogans,10,abgnors
brogged,12,bdeggor
brogues,10,begorsu
broider,10,bdeiorr
broiled,10,bdeilor
broiler,9,beilorr
brokage,14,abegkor
brokers,13,bekorrs
brokery,16,bekorry
broking,14,bgiknor
brolgas,10,abglors
bromate,11,abemort
bromide,12,bdeimor
bromine,11,beimnor
