word,value
buskers,13
busket,12
buskin,12
buskined,15
busking,14
buskings,15
buskins,13
busks,11
busky,14
busman,10
busmen,10
buss,6
bussed,9
busses,8
bussing,10
bussings,11
bussu,7
bussus,8
bust,6
bustard,10
bustards,11
busted,9
bustee,8
bustees,9
buster,8
busters,9
bustier,9
bustiest,10
busting,10
bustle,8
bustled,10
bustler,9
bustlers,10
bustles,9
bustling,11
busts,7
busty,10
busy,9
busybodies,18
busybody,19
busying,13
busyness,13
but,5
butadiene,12
butane,8
butanol,9
butch,12
butcher,14
butchered,17
butcheries,17
butchering,18
butcherly,19
butchers,15
butchery,18
butches,14
bute,6
butene,8
butler,8
butlerage,12
butlerages,13
butlered,11
butleries,11
butlering,12
butlers,9
butlership,17
butlery,12
butment,11
butments,12
buts,6
butt,6
butte,7
butted,9
butter,8
butterball,14
butterbur,13
butterburs,14
buttercup,15
buttercups,16
butterdock,19
buttered,11
butterfly,17
butterier,11
butteries,11
butteriest,12
butterine,11
butterines,12
buttering,12
butternut,11
butternuts,12
butters,9
butterwort,15
buttery,12
buttes,8
butties,9
butting,10
buttle,8
buttled,10
buttles,9
buttling,11
buttock,15
buttocked,18
buttocking,19
buttocks,16
button,8
buttoned,11
buttonhole,15
buttoning,12
buttons,9
buttonses,11
buttony,12
buttress,10
buttressed,13
buttresses,12
butts,7
butty,10
buttyman,15
buttymen,15
butyl,10
butylene,13
butyrate,13
butyric,14
buxom,16
buxomness,20
buy,8
buyable,14
buyer,10
buyers,11
buying,12
buyout,11
buyouts,12
buys,9
buzz,24
buzzard,28
buzzards,29
buzzed,27
buzzer,26
buzzers,27
buzzes,26
buzzing,28
buzzingly,33
buzzings,29
buzzy,28
bwana,10
bwanas,11
by,7
bycoket,18
bycokets,19
bye,8
byes,9
bygoing,14
bygone,12
bygones,13
byke,13
byked,15
bykes,14
byking,16
bylander,14
bylanders,15
bylaw,13
bylaws,14
byline,11
bylines,12
bylive,14
bypass,13
bypassed,16
bypasses,15
bypassing,17
bypath,16
bypaths,17
byplace,16
byplaces,17
byre,9
byreman,14
byremen,14
byres,10
byrewoman,19
byrewomen,19
byrlady,16
byrlakin,17
byrlaw,14
byrlaws,15
byrnie,11
byrnies,12
byroad,12
byroads,13
byroom,13
bys,8
byssaceous,17
byssal,11
byssine,12
byssinosis,15
byssoid,13
byssus,11
byssuses,13
bystander,15
bystanders,16
byte,9
bytes,10
bytownite,17
byway,16
byways,17
bywoner,15
bywoners,16
byword,15
bywords,16
bywork,18
byzant,20
byzants,21
cab,7
cabal,9
cabala,10
cabalism,14
cabalist,12
cabalistic,16
cabalists,13
caballed,13
caballing,14
cabals,10
cabana,10
cabaret,11
cabarets,12
cabas,9
cabases,11
cabbage,14
cabbages,15
cabbagy,17
cabbalah,17
cabbie,12
cabbies,13
cabby,14
caber,9
cabernet,12
cabers,10
cabin,9
cabined,12
cabinet,11
cabinets,12
cabining,13
cabins,10
cable,9
cabled,11
cablegram,16
cablegrams,17
cables,10
cablet,10
cablets,11
cableway,18
cableways,19
cabling,12
cablings,13
cabman,12
cabmen,12
cabob,11
cabobs,12
caboc,11
caboceer,14
caboceers,15
caboched,18
cabochon,17
cabochons,18
cabocs,12
caboodle,13
caboose,11
cabooses,12
caboshed,16
cabotage,13
cabretta,12
cabrie,10
cabries,11
cabriole,12
cabrioles,13
cabriolet,13
cabriolets,14
cabrit,10
cabrits,11
cabs,8
cacao,9
cacaos,10
cacciatora,16
cacciatore,16
cachalot,15
cachalots,16
cache,12
cachectic,20
cached,14
caches,13
cachet,13
cachets,14
cachexia,22
cachexy,24
caching,15
cachinnate,17
cacholong,17
cacholongs,18
cachou,13
cachous,14
cachucha,20
cachuchas,21
cacique,20
caciques,21
caciquism,24
cackle,14
cackled,16
cackler,15
cacklers,16
cackles,15
cackling,17
cacodaemon,17
cacodemon,16
cacodemons,17
cacodoxy,23
cacodyl,15
cacodylic,19
cacoepies,15
cacoepy,16
cacoethes,16
cacogenics,17
cacography,23
cacolet,11
cacolets,12
cacology,16
cacomistle,16
cacomixl,21
cacomixls,22
cacoon,10
cacoons,11
cacophonic,21
cacophony,21
cacotopia,15
cacotopias,16
cacotrophy,22
cactaceous,16
cacti,9
cactiform,18
cactus,10
cactuses,12
cacuminal,15
cacuminous,16
cad,6
cadastral,12
cadastre,11
cadastres,12
cadaver,13
cadaveric,17
cadaverous,16
cadavers,14
caddice,13
caddices,14
caddie,10
caddied,12
caddies,11
caddis,10
caddises,12
caddish,14
caddy,12
caddying,16
cade,7
cadeau,9
cadeaux,17
cadee,8
cadees,9
cadelle,10
cadelles,11
cadence,12
cadenced,14
cadences,13
cadencies,14
cadency,15
cadent,9
cadential,12
cadenza,19
cadenzas,20
cades,8
cadet,8
cadets,9
cadetship,17
cadetships,18
cadge,9
cadged,11
cadger,10
cadgers,11
cadges,10
cadging,12
cadgy,12
cadi,7
cadie,8
cadies,9
cadis,8
cadmium,14
cadrans,10
cadranses,12
cadre,8
cadres,9
cads,7
caduac,11
caducean,13
caducei,12
caduceus,13
caducities,15
caducity,16
caducous,13
caeca,9
caecal,10
caecilian,13
caecilians,14
caecitis,12
caecum,12
caesar,8
caesars,9
caese,7
caesious,10
caesium,11
caespitose,14
caestus,9
caestuses,11
caesura,9
caesurae,10
caesural,10
caesuras,10
cafard,12
cafards,13
cafe,9
cafes,10
cafeteria,14
cafeterias,15
cafetiere,14
cafetieres,15
caff,12
caffein,15
caffeine,16
caffeinism,20
caffeism,18
caffs,13
cafila,11
cafilas,12
caftan,11
caftans,12
cage,7
cagebird,14
cagebirds,15
caged,9
cageling,12
cagelings,13
cages,8
cagework,18
cagey,11
cageyness,15
cagier,9
cagiest,10
cagily,12
caginess,11
caging,10
cagot,8
cagots,9
cagoule,10
cagoules,11
cagy,10
cagyness,14
cahier,11
cahiers,12
cahoots,12
caille,8
cailleach,16
cailleachs,17
cailles,9
caimacam,16
caimacams,17
caiman,10
caimans,11
cain,6
cains,7
caique,17
caiques,18
caird,8
cairds,9
cairn,7
cairned,10
cairngorm,14
cairngorms,15
cairns,8
caisson,9
caissons,10
caitiff,15
caitiffs,16
cajeput,18
cajole,15
cajoled,17
cajolement,21
cajoler,16
cajolers,17
cajolery,20
cajoles,16
cajoling,18
cajolingly,23
cajun,14
cajuns,15
cajuput,18
cake,10
caked,12
cakes,11
cakewalk,21
cakewalked,24
cakewalker,23
cakewalks,22
cakey,14
cakier,12
cakiest,13
caking,13
cakings,14
caky,13
calabash,15
calabashes,17
calaboose,13
calabooses,14
calabrese,13
calabreses,14
caladium,13
caladiums,14
calamanco,15
calamancos,16
calamander,15
calamari,12
calamaries,14
calamary,15
calami,10
calamine,12
calamint,12
calamints,13
calamite,12
calamites,13
calamities,14
calamitous,14
calamity,15
calamus,11
calamuses,13
calando,10
calandria,12
calandrias,13
calanthe,13
calanthes,14
calash,11
calashes,13
calathea,13
calathi,12
calathus,13
calavance,16
calavances,17
calcanea,12
calcaneal,13
calcanei,12
calcaneum,15
calcaneums,16
calcaneus,13
calcar,10
calcareous,14
calcaria,12
calcarine,13
calcars,11
calceate,12
calceated,14
calceates,13
calceating,15
calced,11
calceiform,19
calceolate,14
calces,10
calcic,12
calcicole,15
calciferol,17
calcific,17
calcified,17
calcifies,16
calcifuge,17
calcify,17
calcifying,21
calcimine,15
calcimined,17
calcimines,16
calcinable,16
calcine,11
calcined,13
calcines,12
calcining,14
calcite,11
calcitonin,14
calcium,13
calcrete,12
calcspar,14
calculable,16
calculably,19
calcular,12
calculary,16
calculate,13
calculated,15
calculates,14
calculator,14
calculi,11
calculous,13
calculus,12
calculuses,14
caldaria,11
caldarium,14
caldera,10
calderas,11
caldron,10
caldrons,11
calefactor,17
calefied,14
calefies,13
calefy,14
calefying,18
calembour,15
calembours,16
calendar,11
calendared,14
calendarer,13
calendars,12
calender,11
calendered,14
calenders,12
calendric,14
calendries,13
calendry,14
calends,10
calendula,12
calendulas,13
calenture,11
calentures,12
calescence,16
calf,9
calfless,13
calfs,10
calfskin,17
calfskins,18
caliber,11
calibered,14
calibers,12
calibrate,13
calibrated,15
calibrates,14
calibrator,14
calibre,11
calibred,13
calibres,12
calices,11
caliche,14
calicle,11
calicles,12
calico,10
calicoes,12
calicos,11
calid,8
calidity,14
calif,10
califont,13
califonts,14
califs,11
caliginous,13
caligo,9
calima,10
calimas,11
caliology,15
calipash,15
calipashes,17
calipee,11
calipees,12
caliper,11
calipers,12
caliph,13
caliphal,15
caliphate,16
caliphates,17
caliphs,14
calisaya,13
calisayas,14
caliver,12
calix,14
calk,10
calked,13
calker,12
calkers,13
calkin,12
calking,14
calkins,13
calks,11
call,6
calla,7
callable,12
callan,8
callans,9
callant,9
callants,10
callas,8
called,9
caller,8
callers,9
callet,8
callid,9
callidity,15
calling,10
callings,11
calliper,12
callipers,13
callop,10
callosity,14
callous,9
callously,14
callow,11
callower,13
callowest,14
callowness,15
callows,12
calls,7
callus,8
calluses,10
calm,8
calmant,11
calmants,12
calmative,16
calmatives,17
calmed,11
calmer,10
calmest,11
calming,12
calmly,13
calmness,12
calmodulin,15
calms,9
calmy,12
calomel,11
caloric,11
caloricity,17
calorie,9
calories,10
calorific,16
calorifier,15
calorist,10
calorists,11
calory,11
calotte,9
calottes,10
calotype,15
calotypist,17
caloyer,12
caloyers,13
calp,8
calpa,9
calpac,12
calpack,17
calpacks,18
calpacs,13
calpas,10
calque,17
calqued,19
calques,18
calquing,20
caltha,11
calthas,12
calthrop,15
calthrops,16
caltrap,11
caltraps,12
caltrop,11
caltrops,12
calumba,13
calumbas,14
calumet,11
calumets,12
calumniate,14
calumnies,13
calumnious,14
calumny,14
calutron,10
calutrons,11
calvaria,13
calve,10
calved,12
calver,11
calvered,14
calvering,15
calvers,12
calves,11
calving,13
calvities,14
calx,13
calxes,15
calyces,14
calyciform,22
calycinal,16
calycine,15
calycle,14
calycled,16
calycles,15
calycoid,16
calyculate,17
calycule,15
calycules,16
calyculus,16
calypso,14
calypsos,15
calyptra,15
calyptras,16
calyptrate,17
calyx,17
calyxes,19
calzone,18
calzones,19
calzoni,18
cam,7
caman,9
camans,10
camarilla,13
camarillas,14
camas,9
camases,11
camass,10
camasses,12
camber,12
cambered,15
cambering,16
cambers,13
cambia,12
cambial,13
cambiform,20
cambism,15
cambisms,16
cambist,13
cambistry,18
cambists,14
cambium,15
cambiums,16
camboge,14
camboges,15
cambrel,13
cambrels,14
cambric,15
camcorder,16
camcorders,17
came,8
camel,9
camelback,21
camelbacks,22
cameleer,12
cameleers,13
cameleon,12
cameleons,13
camelid,12
cameline,12
camelish,15
camellia,12
camellias,13
cameloid,13
camelopard,17
camelot,11
camelry,14
camels,10
cameo,9
cameos,10
camera,10
camerae,11
cameral,11
cameraman,15
cameramen,15
cameras,11
camerated,14
cameration,14
camerawork,21
camerlengo,15
camerlingo,15
cames,9
camion,10
camions,11
camis,9
camisade,13
camisades,14
camisado,13
camisados,14
camisard,13
camisards,14
camise,10
camises,11
camisole,12
camisoles,13
camlet,10
camlets,11
cammed,13
camogie,12
camomile,14
camomiles,15
camote,10
camotes,11
camouflage,18
camp,10
campagna,15
campaign,15
campaigned,18
campaigner,17
campaigns,16
campana,13
campanas,14
campanero,15
campaneros,16
campanile,15
campaniles,16
campanili,15
campanist,15
campanists,16
campanular,16
camped,13
camper,12
campers,13
campesino,15
campesinos,16
campest,13
campestral,16
campground,18
camphane,17
camphene,17
camphine,17
camphire,17
camphor,16
camphorate,19
camphoric,20
camphors,17
campier,13
campiest,14
camping,14
campion,13
campions,14
cample,12
campness,14
campo,11
campodeid,17
camporee,14
camporees,15
campos,12
camps,11
campsite,14
campsites,15
campus,12
campuses,14
campy,14
cams,8
camshaft,18
camshafts,19
camstairy,16
camstane,12
camstanes,13
camstone,12
camstones,13
camus,9
can,5
canaigre,11
canaigres,12
canaille,10
canailles,11
canakin,13
canakins,14
canal,7
canaliculi,14
canalise,10
canalised,12
canalises,11
canalising,13
canalize,19
canalized,21
canalizes,20
canalizing,22
canals,8
canape,10
canapes,11
canard,9
canards,10
canaries,10
canary,11
canasta,9
canastas,10
canaster,10
cancan,10
cancans,11
cancel,10
cancellate,14
cancelled,14
cancelli,12
cancelling,15
cancellous,14
cancels,11
cancer,10
cancerous,13
cancers,11
cancriform,19
cancrine,12
cancrizans,23
cancroid,13
candela,10
candelabra,15
candelas,11
candelilla,13
candent,10
candescent,15
candid,10
candida,11
candidacy,18
candidas,12
candidate,13
candidates,14
candidly,15
candidness,14
candied,11
candies,10
candle,9
candled,11
candlelit,12
candlepin,14
candlepins,15
candles,10
candlewick,22
candling,12
candock,16
candocks,17
candor,9
candour,10
candy,11
candying,15
candytuft,18
candytufts,19
cane,6
caned,8
canefruit,14
canefruits,15
canella,9
canephor,15
canephore,16
canephores,17
canephors,16
canephorus,17
canes,7
canescence,16
canescent,13
canfield,14
canful,11
canfuls,12
cang,7
cangle,9
cangled,11
cangles,10
cangling,12
cangs,8
cangue,9
cangues,10
canicular,13
canid,8
canids,9
canikin,13
canikins,14
canine,8
canines,9
caning,9
canings,10
caninity,13
canister,10
canistered,13
canisters,11
canities,10
canker,12
cankered,15
cankeredly,20
cankering,16
cankerous,15
cankers,13
cankery,16
cann,6
canna,7
cannabic,14
cannabin,12
cannabinol,14
cannabis,12
cannach,14
cannachs,15
cannae,8
canned,9
cannel,8
cannelloni,12
cannelure,11
cannelures,12
canner,8
canneries,11
canners,9
cannery,12
cannibal,12
cannibally,17
cannibals,13
cannier,9
canniest,10
cannikin,14
cannikins,15
cannily,12
canniness,11
canning,10
cannon,8
cannonade,12
cannonaded,14
cannonades,13
cannonball,14
cannoned,11
cannoneer,11
cannoneers,12
cannonier,11
cannoniers,12
cannoning,12
cannonry,13
cannons,9
cannot,8
canns,7
cannula,9
cannulae,10
cannular,10
cannulas,10
cannulate,11
canny,10
canoe,7
canoed,9
canoeing,11
canoeings,12
canoeist,10
canoeists,11
canoes,8
canon,7
canoness,10
canonesses,12
canonic,11
canonical,13
canonicals,14
canonicate,14
canonicity,17
canonise,10
canonised,12
canonises,11
canonising,13
canonist,10
canonistic,14
canonists,11
canonize,19
canonized,21
canonizes,20
canonizing,22
canonries,11
canonry,12
canons,8
canoodle,11
canoodled,13
canoodles,12
canoodling,14
canopied,13
canopies,12
canopy,13
canopying,17
canorous,10
canorously,15
cans,6
canst,7
canstick,16
cant,6
cantabank,17
cantabanks,18
cantabile,13
cantal,8
cantala,9
cantaloup,13
cantaloupe,14
cantaloups,14
cantar,8
cantars,9
cantata,9
cantatas,10
cantate,9
cantatrice,14
cantdog,11
cantdogs,12
canted,9
canteen,9
canteens,10
canter,8
canterbury,17
cantered,11
cantering,12
canters,9
cantharid,15
cantharids,16
cantharis,14
cantharus,14
canthi,11
canthook,17
canthooks,18
canthus,12
canticle,12
canticles,13
cantico,11
canticos,12
canticoy,15
canticoys,16
cantilena,11
cantilenas,12
cantilever,15
cantillate,12
cantina,9
cantinas,10
cantiness,11
canting,10
cantings,11
cantion,9
cantions,10
cantle,8
cantles,9
cantlet,9
cantling,11
canto,7
canton,8
cantonal,10
cantoned,11
cantoning,12
cantonise,11
cantonised,13
cantonises,12
cantonize,20
cantonized,22
cantonizes,21
cantonment,14
cantons,9
cantor,8
cantorial,11
cantoris,10
cantors,9
cantos,8
cantrail,10
cantrails,11
cantred,10
cantreds,11
cantref,12
cantrefs,13
cantrip,11
cantrips,12
cants,7
cantus,8
canty,10
canuck,14
canucks,15
canula,8
canulae,9
canulas,9
canvas,11
canvased,14
canvases,13
canvasing,15
canvass,12
canvassed,15
canvasser,14
canvassers,15
canvasses,14
canvassing,16
cany,9
canyon,11
canyons,12
canzona,18
canzonas,19
canzone,18
canzonet,19
canzonets,20
canzonetta,21
canzoni,18
caoutchouc,19
cap,7
capa,8
capability,19
capable,13
capabler,14
capablest,15
capably,16
capacious,15
capacitate,16
capacities,16
capacitor,15
capacitors,16
capacity,17
caparison,13
caparisons,14
capas,9
cape,8
caped,10
capelet,11
capelets,12
capelin,11
capeline,12
capelines,13
capelins,12
capellet,12
capellets,13
capelline,13
capellines,14
caper,9
capered,12
caperer,11
caperers,12
capering,13
capernoity,17
capers,10
capes,9
capeskin,16
capework,19
capias,10
capiases,12
capillaire,14
capillary,16
capita,10
capital,11
capitalise,14
capitalism,16
capitalist,14
capitalize,23
capitally,16
capitals,12
capitan,11
capitani,12
capitano,12
capitanos,13
capitans,12
capitate,12
capitation,14
capitella,13
capitellum,16
capitolian,14
capitoline,14
capitula,12
capitulant,14
capitular,13
capitulars,14
capitulary,17
capitulate,14
capitulum,15
capiz,18
caplet,10
caplets,11
caplin,10
caplins,11
capnomancy,21
capo,8
capocchia,20
capocchias,21
capon,9
caponier,12
caponiere,13
caponieres,14
caponiers,13
caponise,12
caponised,14
caponises,13
caponising,15
caponize,21
caponized,23
caponizes,22
caponizing,24
capons,10
caporal,11
caporals,12
capos,9
capot,9
capote,10
capotes,11
capots,10
capouch,16
capouches,18
capped,13
capper,12
cappers,13
capping,14
cappings,15
cappuccino,20
caprate,11
caprates,12
capreolate,14
capric,12
capricci,16
capriccio,17
capriccios,18
caprice,13
caprices,14
capricious,16
caprid,11
caprifig,16
caprifigs,17
caprifoil,16
capriform,18
caprine,11
capriole,12
caprioles,13
caproate,12
caproic,13
caprylate,16
caprylates,17
caprylic,17
caps,8
capsaicin,15
capsicum,16
capsicums,17
capsid,11
capsids,12
capsizal,21
capsizals,22
capsize,20
capsized,22
capsizes,21
capsizing,23
capstan,11
capstans,12
capstone,12
capstones,13
capsular,12
capsulate,13
capsule,11
capsules,12
capsulise,13
capsulised,15
capsulises,14
capsulize,22
capsulized,24
capsulizes,23
captain,11
captaincy,18
captained,14
captaining,15
captainry,16
captains,12
captan,10
caption,11
captioned,14
captioning,15
captions,12
captious,12
captiously,17
captivance,19
captivate,16
captivated,18
captivates,17
captive,14
captives,15
captivity,19
captor,10
captors,11
capture,11
captured,13
capturer,12
capturers,13
captures,12
capturing,14
capuche,16
capuches,17
capuchin,17
capuchins,18
capuera,11
caput,9
capybara,17
capybaras,18
car,5
carabao,11
carabaos,12
carabid,12
carabids,13
carabin,11
carabine,12
carabineer,14
carabiner,13
carabiners,14
carabines,13
carabinier,14
caracal,11
caracals,12
caracara,12
caracaras,13
carack,14
caracks,15
caracol,11
caracole,12
caracoled,14
caracoles,13
caracoling,15
caracolled,15
caracols,12
caract,10
caracul,11
caraculs,12
carafe,11
carafes,12
carambola,15
carambolas,16
carambole,15
caramboles,16
caramel,11
caramelise,14
caramelize,23
caramels,12
carangid,12
carangids,13
carangoid,13
caranna,9
carap,9
carapace,14
carapaces,15
caraps,10
carat,7
carats,8
caravan,12
caravaned,15
caravaneer,15
caravaner,14
caravaners,15
caravaning,16
caravanned,16
caravanner,15
caravans,13
caravel,12
caravels,13
caraway,15
caraways,16
carb,8
carbachol,18
carbamate,15
carbamates,16
carbamide,16
carbamides,17
carbanion,13
carbanions,14
carbaryl,15
carbaryls,16
carbazole,22
carbide,12
carbides,13
carbies,11
carbine,11
carbineer,13
carbineers,14
carbines,12
carbolic,14
carbon,10
carbonade,14
carbonades,15
carbonado,14
carbonados,15
carbonate,13
carbonated,15
carbonates,14
carbonic,14
carbonise,13
carbonised,15
carbonises,14
carbonize,22
carbonized,24
carbonizes,23
carbonnade,15
carbons,11
carbonyl,15
carboxyl,22
carboxylic,26
carboy,13
carboys,14
carbs,9
carbuncle,15
carbuncled,17
carbuncles,16
carburate,13
carburated,15
carburates,14
carburet,12
carbureter,14
carburetor,14
carburise,13
carburised,15
carburises,14
carburize,22
carburized,24
carburizes,23
carby,12
carcajou,19
carcajous,20
carcake,15
carcakes,16
carcanet,12
carcanets,13
carcase,11
carcases,12
carcass,11
carcasses,13
carceral,12
carcinogen,15
carcinoma,15
carcinomas,16
carcinosis,14
card,7
cardamine,14
cardamines,15
cardamom,15
cardamoms,16
cardamon,13
cardamons,14
cardamum,15
cardamums,16
cardboard,15
cardboards,16
cardecu,12
carded,10
carder,9
carders,10
cardi,8
cardiac,12
cardiacal,14
cardiacs,13
cardialgia,14
cardialgy,16
cardie,9
cardies,10
cardigan,12
cardigans,13
cardinal,11
cardinally,16
cardinals,12
carding,11
cardiogram,16
cardioid,12
cardioids,13
cardiology,17
carditis,11
cardoon,10
cardoons,11
cardphone,17
cardphones,18
cards,8
carduus,10
cardy,11
care,6
cared,8
careen,8
careenage,12
careenages,13
careened,11
careening,12
careens,9
career,8
careered,11
careering,12
careerism,13
careerist,11
careerists,12
careers,9
carefree,13
careful,12
carefuller,15
carefully,17
careless,10
carelessly,15
carer,7
carers,8
cares,7
caress,8
caressed,11
caresses,10
caressing,12
caressings,13
caressive,14
caret,7
caretake,14
caretaken,15
caretaker,15
caretakers,16
caretakes,15
caretaking,17
caretook,14
carets,8
careworn,13
carex,14
carfare,12
carfares,13
carfax,18
carfaxes,20
carfuffle,20
carfuffles,21
cargeese,11
cargo,8
cargoes,10
cargoose,11
carhop,13
carhops,14
cariama,11
cariamas,12
caribe,10
caribes,11
caribou,11
caribous,12
caricature,14
carices,11
caries,8
carillon,10
carillons,11
carina,8
carinas,9
carinate,10
caring,9
carioca,11
cariocas,12
cariogenic,15
cariole,9
carioles,10
carious,9
caritas,9
carjack,22
carjacked,25
carjacker,24
carjackers,25
carjacking,26
carjacks,23
cark,10
carked,13
carking,14
carks,11
carl,6
carline,9
carlines,10
carling,10
carlings,11
carlish,12
carload,10
carlock,15
carlot,8
carls,7
carmagnole,15
carman,10
carmen,10
carmine,11
carnage,10
carnages,11
carnal,8
carnalise,11
carnalised,13
carnalises,12
carnalism,13
carnalisms,14
